latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
0.2218,36.9635,356.7,1.0,1.0,2003-03-01,800,Terra,MODIS,98,6.2,311.6,64.2,D,0,2003,3,24.564886,11.50075,27.577438
0.2205,36.9725,341.0,1.0,1.0,2003-03-01,800,Terra,MODIS,88,6.2,309.2,31.2,D,0,2003,3,24.564886,11.50075,27.577438
0.2128,36.9623,326.3,1.0,1.0,2003-03-01,800,Terra,MODIS,70,6.2,305.9,10.3,D,0,2003,3,24.564886,11.50075,27.577438
0.2115,36.9712,337.8,1.0,1.0,2003-03-01,800,Terra,MODIS,85,6.2,309.0,26.2,D,0,2003,3,24.564886,11.50075,27.577438
0.0696,35.4461,375.3,1.1,1.1,2003-03-01,800,Terra,MODIS,100,6.2,304.0,151.0,D,0,2003,3,20.28427,10.368021,72.20262
0.2305,36.9709,344.2,1.0,1.0,2003-03-01,800,Terra,MODIS,90,6.2,311.5,36.1,D,0,2003,3,24.564886,11.50075,27.577438
-1.4625,41.2964,323.0,1.5,1.2,2003-03-01,801,Terra,MODIS,24,6.2,306.6,18.1,D,0,2003,3,30.593014,24.006891,67.16473
-2.3658,40.4809,324.5,1.4,1.2,2003-03-01,801,Terra,MODIS,47,6.2,300.9,17.4,D,0,2003,3,30.47561,24.477402,120.88206
-1.5421,41.2116,322.1,1.5,1.2,2003-03-01,801,Terra,MODIS,57,6.2,306.4,19.1,D,0,2003,3,30.53825,24.073324,73.19795
-1.4338,41.3277,323.4,1.5,1.2,2003-03-01,801,Terra,MODIS,50,6.2,303.2,18.6,D,0,2003,3,30.624874,24.009426,64.52633
-1.4319,41.3143,323.1,1.5,1.2,2003-03-01,801,Terra,MODIS,37,6.2,302.7,18.0,D,0,2003,3,30.624874,24.009426,64.52633
-1.4295,41.3211,325.8,1.5,1.2,2003-03-01,801,Terra,MODIS,39,6.2,303.3,23.1,D,0,2003,3,30.624874,24.009426,64.52633
-0.6763,34.2789,328.7,1.3,1.1,2003-03-01,801,Terra,MODIS,51,6.2,309.6,15.1,D,0,2003,3,26.099712,16.344261,49.640217
-1.3118,35.5553,322.0,1.1,1.0,2003-03-01,801,Terra,MODIS,59,6.2,304.3,7.7,D,0,2003,3,23.593323,12.572187,25.936172
-1.5308,40.9112,327.6,1.4,1.2,2003-03-01,801,Terra,MODIS,57,6.2,310.2,23.5,D,0,2003,3,30.676842,23.970284,65.218994
-2.2847,40.3398,328.3,1.3,1.1,2003-03-01,801,Terra,MODIS,55,6.2,304.3,19.5,D,0,2003,3,30.717419,24.238222,88.4787
-2.1478,40.3895,324.9,1.3,1.1,2003-03-01,801,Terra,MODIS,36,6.2,307.8,15.9,D,0,2003,3,30.564165,24.131983,85.40536
-2.5367,40.1945,327.3,1.0,1.0,2003-03-01,1052,Aqua,MODIS,40,6.2,305.4,10.5,D,0,2003,3,30.590088,23.802254,81.61541
-2.3236,40.6527,331.1,1.0,1.0,2003-03-01,1052,Aqua,MODIS,61,6.2,307.8,10.1,D,0,2003,3,30.607742,24.546692,130.51245
-2.7207,39.4884,332.3,1.0,1.0,2003-03-01,1052,Aqua,MODIS,73,6.2,310.4,9.0,D,0,2003,3,30.315662,21.814825,29.287035
-2.1962,40.8399,334.1,1.0,1.0,2003-03-01,1052,Aqua,MODIS,74,6.2,307.8,14.0,D,0,2003,3,30.563625,24.755196,139.01332
-4.2602,38.7542,333.1,1.1,1.0,2003-03-01,1052,Aqua,MODIS,59,6.2,314.8,14.1,D,0,2003,3,27.972221,18.87815,31.813217
-4.2528,38.9393,329.1,1.1,1.0,2003-03-01,1052,Aqua,MODIS,56,6.2,311.4,10.9,D,0,2003,3,28.161312,19.703596,43.831154
-4.2514,38.9488,332.7,1.1,1.0,2003-03-01,1052,Aqua,MODIS,74,6.2,312.0,15.4,D,0,2003,3,28.161312,19.703596,43.831154
-2.4907,40.5154,336.8,1.0,1.0,2003-03-01,1052,Aqua,MODIS,80,6.2,306.8,21.2,D,0,2003,3,30.33846,24.361965,119.543274
-2.1666,40.7895,334.2,1.0,1.0,2003-03-01,1052,Aqua,MODIS,75,6.2,308.0,14.3,D,0,2003,3,30.66282,24.66949,124.378624
-2.2916,40.4927,339.4,1.0,1.0,2003-03-01,1052,Aqua,MODIS,82,6.2,305.7,27.5,D,0,2003,3,30.60199,24.437923,109.071785
-4.315,38.8866,330.6,1.1,1.0,2003-03-01,1052,Aqua,MODIS,72,6.2,308.3,17.2,D,0,2003,3,27.66184,19.253485,42.900352
-4.2594,38.9467,344.6,1.1,1.0,2003-03-01,1052,Aqua,MODIS,89,6.2,311.4,35.5,D,0,2003,3,28.161312,19.703596,43.831154
-2.7219,39.4794,369.3,1.0,1.0,2003-03-01,1052,Aqua,MODIS,100,6.2,312.1,93.8,D,0,2003,3,30.315662,21.814825,29.287035
-2.7232,39.4703,348.8,1.0,1.0,2003-03-01,1052,Aqua,MODIS,92,6.2,311.4,39.3,D,0,2003,3,30.315662,21.814825,29.287035
-2.1975,40.8308,348.6,1.0,1.0,2003-03-01,1052,Aqua,MODIS,92,6.2,308.8,38.9,D,0,2003,3,30.64021,24.71425,134.97046
